temprature,rainfall,humidity
26.50,75.30,79.39
13.55,13.58,17.67
65.92,23.74,48.84
98.70,89.24,93.20
27.76,64.97,44.32
4.83,34.97,15.25
56.48,26.01,18.98
91.40,84.92,74.35
31.54,0.25,56.78
66.73,46.01,91.44
64.01,89.07,63.70
33.94,16.26,90.71
64.42,60.77,70.10
84.88,64.06,91.53
18.57,88.99,10.42
13.37,12.87,23.28
45.67,24.15,63.45
29.15,70.54,22.56
97.63,70.92,97.49
31.98,29.37,3.10
90.43,82.78,37.30
18.73,22.49,55.74
79.45,17.10,19.36
73.95,8.20,0.13
48.52,97.20,73.36
25.17,49.48,37.16
29.85,78.42,61.44
2.94,11.62,25.34
68.11,86.59,71.04
23.19,50.63,19.85
98.69,64.37,85.17
17.42,72.05,62.33
73.52,62.08,54.92
13.72,6.77,61.25
9.60,56.59,80.24
50.15,55.31,23.37
23.27,77.88,88.39
59.40,88.30,9.89
96.65,12.24,51.94
20.29,14.16,86.12
83.96,41.25,1.44
60.56,65.54,51.60
14.20,44.96,89.88
12.96,24.26,6.07
68.23,39.87,36.18
11.80,3.55,74.47
27.73,85.90,28.38
59.05,25.26,76.10
13.75,39.94,46.64
19.57,63.35,62.00
66.14,2.71,80.68
83.00,70.70,61.79
12.64,65.14,12.67
71.65,62.55,66.44
80.01,45.77,6.27
83.41,52.49,44.34
86.33,86.38,78.24
53.08,42.32,0.95
24.05,56.85,34.17
8.75,95.74,87.89
39.58,8.38,1.21
13.69,52.17,16.44
31.73,76.46,77.02
49.52,48.96,67.54
34.30,28.64,7.36
40.67,72.20,23.74
42.05,28.12,23.70
86.48,33.75,28.35
12.80,95.97,54.96
81.66,69.68,75.98
97.32,65.02,63.50
45.61,66.13,0.18
26.21,1.08,81.01
38.62,54.60,93.58
54.51,94.18,25.40
8.20,95.03,51.34
11.92,97.21,73.50
28.60,32.41,36.11
16.74,45.14,11.36
74.11,5.76,29.74
53.34,80.14,79.30
87.77,79.30,89.55
69.12,70.30,82.60
13.81,32.45,92.61
93.46,29.38,37.56
45.38,61.17,94.80
42.82,64.85,73.06
58.07,0.91,33.44
20.39,93.77,84.09
83.75,26.52,33.04
80.59,52.28,66.17
65.55,43.00,59.45
64.48,7.88,2.79
43.92,53.27,11.07
2.29,85.67,85.14
52.24,95.93,1.60
35.65,42.56,66.80
77.39,4.00,18.40
1.76,26.03,86.20
85.82,17.63,98.82
51.28,42.78,12.69
24.83,12.99,81.44
3.50,64.53,68.44
34.77,69.38,9.33
58.54,15.62,62.78
52.14,59.88,33.99
12.35,98.63,27.83
3.32,76.06,94.82
81.73,71.65,9.19
25.17,32.11,65.98
96.29,53.21,5.48
43.19,17.77,91.77
54.39,67.82,17.42
51.34,55.83,29.27
5.28,14.03,87.46
54.57,57.87,7.23
0.28,15.27,23.56
43.59,78.56,67.58
46.95,61.83,66.00
20.64,56.34,40.14
16.07,54.20,22.52
87.03,87.03,78.10
26.02,93.81,65.18
73.16,30.34,10.99
90.99,27.81,51.30
94.05,42.40,93.97
86.48,9.57,86.73
61.76,39.04,44.85
98.70,77.83,59.54
89.91,21.19,63.08
54.82,90.14,63.85
55.44,97.79,29.21
73.57,14.54,86.86
80.04,42.72,2.82
74.94,30.92,16.34
1.12,66.69,66.03
26.66,46.43,24.47
66.65,19.69,73.18
53.55,43.52,1.70
23.07,53.39,56.96
69.71,61.38,98.08
19.70,0.05,61.73
95.54,67.36,39.12
32.43,46.68,43.61
52.92,64.50,6.13
65.19,3.90,71.81
94.10,31.62,89.71
34.70,30.82,65.90
8.26,63.07,90.28
30.98,21.03,9.21
0.34,73.05,89.03
64.57,50.85,74.14
11.33,6.61,17.67
37.63,18.41,60.05
11.12,23.71,39.53
64.70,87.09,34.35
76.62,1.14,48.02
61.87,66.70,16.06
82.96,81.25,68.16
67.52,39.24,92.13
32.62,93.25,28.17
20.25,34.10,35.48
35.57,3.98,43.54
69.64,28.98,40.48
32.80,26.64,25.87
77.69,71.01,73.11
51.21,45.18,44.94
1.68,86.98,16.08
49.08,14.25,10.93
87.48,89.83,86.09
45.05,42.99,66.64
12.55,25.74,66.59
47.67,63.95,85.87
7.82,54.82,41.55
82.26,47.19,85.75
55.46,58.54,32.31
88.13,79.11,42.79
23.07,22.08,3.08
89.76,9.84,3.11
78.82,73.87,58.55
39.00,53.50,36.32
80.01,0.50,87.10
4.04,72.60,95.01
60.47,67.28,14.54
48.69,75.74,18.70
87.60,80.78,20.67
77.64,76.28,96.05
9.50,11.91,53.41
70.61,75.38,85.21
36.83,35.88,83.62
86.31,39.36,42.30
90.91,69.67,93.49
4.62,86.57,56.15
2.63,16.27,68.15
51.72,35.68,87.39
95.30,74.53,16.04
56.31,49.48,43.23
5.18,34.48,78.94
52.57,57.48,50.91
57.70,20.71,18.02
74.15,50.26,31.33
2.10,71.15,82.79
3.53,8.90,58.85
17.55,93.26,50.36
46.45,46.01,48.93
64.05,34.83,35.10
31.02,5.02,86.14
3.92,8.90,3.62
28.96,66.67,55.21
75.30,74.91,69.21
52.44,36.42,52.15
57.47,50.98,36.00
96.48,28.18,11.82
50.71,81.48,15.28
97.24,16.63,55.39
7.74,13.46,48.44
2.73,21.89,35.75
86.94,68.69,23.84
94.56,0.87,54.74
25.50,87.62,26.53
70.73,85.19,18.41
59.47,46.89,38.11
28.40,2.65,23.22
75.70,66.99,35.05
26.75,80.86,0.51
50.50,66.90,26.29
89.43,75.87,69.89
86.82,13.01,51.50
5.15,59.94,48.97
73.58,52.94,5.28
75.79,36.00,52.43
3.67,73.90,29.17
3.46,20.65,48.67
2.12,70.43,29.72
74.88,97.62,50.63
28.05,71.77,70.49
26.32,56.35,55.74
19.81,44.86,38.23
88.56,70.90,93.94
9.11,30.15,11.44
73.29,4.81,15.28
79.53,21.68,97.63
36.95,67.98,83.18
32.36,64.42,7.56
43.89,59.89,75.58
54.41,76.33,54.80
85.10,55.75,73.07
15.90,39.94,53.29
19.72,65.67,55.11
89.68,87.76,45.74
53.37,52.84,30.10
66.29,46.37,80.41
54.40,26.18,64.67
69.04,89.02,13.40
4.44,1.10,49.95
34.22,65.98,34.07
96.70,81.95,91.74
96.84,82.00,61.84
57.11,54.32,1.65
25.99,74.38,94.47
91.45,36.69,66.90
8.97,41.79,6.41
34.44,98.60,24.26
54.14,46.25,84.95
58.17,98.69,28.37
31.86,41.71,58.16
46.49,30.07,19.16
52.59,31.55,30.09
80.54,62.54,76.37
22.23,58.97,29.11
31.41,76.80,14.66
0.16,55.64,18.47
58.29,96.30,80.73
72.11,51.60,18.78
72.15,72.51,24.22
88.44,96.66,3.93
74.40,46.79,86.78
56.24,19.23,92.80
13.62,74.21,82.47
60.25,68.52,2.87
30.85,63.94,83.76
3.21,70.93,7.01
2.30,38.44,38.03
12.99,45.64,73.19
22.46,0.89,76.08
47.59,63.98,63.54
91.87,82.17,53.55
90.99,12.08,77.21
61.86,72.21,0.96
75.73,71.16,81.83
20.22,21.88,60.48
17.44,36.31,16.22
72.83,96.16,26.12
58.85,3.81,97.79
77.62,34.84,48.06
94.77,38.04,62.30
88.96,16.47,83.69
57.20,97.05,94.00
9.58,22.75,50.04
13.34,82.15,82.95
61.39,57.27,88.04
95.44,83.17,66.46
66.21,47.05,20.48
60.10,6.58,11.13
66.76,21.89,42.84
24.03,43.38,38.55
26.26,63.22,5.72
73.45,57.07,73.04
65.96,33.88,80.95
95.81,81.51,29.99
77.66,87.15,64.04
50.50,29.00,40.74
23.54,27.25,16.50
96.86,78.07,1.80
58.27,3.66,66.32
68.21,81.01,56.58
89.03,26.36,80.62
66.38,16.05,26.64
39.72,88.35,92.15
28.70,63.80,76.66
59.37,55.29,1.61
20.13,54.36,60.67
62.97,92.86,30.54
45.45,59.96,86.06
9.90,76.87,65.08
7.75,30.55,51.56
74.52,97.37,29.18
33.56,55.63,93.88
94.73,57.92,92.30
71.59,55.14,36.25
90.58,47.53,8.97
10.19,71.12,17.05
81.43,63.96,1.41
93.37,4.10,8.19
78.94,72.72,44.22
18.12,92.23,28.16
10.34,34.86,92.96
7.49,38.54,51.11
5.67,20.83,86.19
63.96,34.77,60.05
31.46,13.77,30.77
33.58,36.04,66.65
13.43,14.11,61.12
61.81,20.81,10.47
4.40,62.77,19.85
42.75,46.49,74.68
62.14,60.65,63.26
87.13,22.14,4.86
37.30,56.87,69.93
10.47,77.54,33.15
26.46,60.80,79.12
80.90,46.72,60.23
75.02,69.82,67.70
79.19,22.65,20.45
38.89,64.22,21.40
62.53,90.22,77.05
8.02,37.78,22.00
38.37,47.57,7.33
29.21,55.43,80.18
89.68,58.71,47.02
6.48,32.21,55.74
14.79,80.38,29.82
31.23,24.00,46.98
27.89,18.35,34.84
43.72,31.87,42.69
83.65,64.15,88.72
85.60,89.01,25.56
8.28,36.05,64.05
24.35,64.41,41.33
59.20,14.30,48.17
0.99,94.81,64.84
47.28,84.39,63.38
73.33,51.32,66.89
23.30,57.24,28.62
30.31,47.67,28.93
89.17,77.43,80.93
10.83,47.02,84.66
30.48,31.30,85.80
7.90,27.52,66.88
19.97,64.87,56.99
53.14,38.52,67.24
33.46,27.76,83.12
40.84,72.43,84.80
25.81,97.53,2.34
52.05,86.00,26.79
20.62,48.31,79.98
15.22,87.78,0.75
48.50,17.67,5.18
49.93,10.69,3.22
32.47,59.24,49.84
68.77,24.87,16.66
2.96,54.21,90.23
93.78,70.68,1.60
7.97,50.68,83.08
90.79,30.31,24.95
38.18,46.57,88.67
48.95,97.73,72.15
79.47,14.45,14.97
10.87,66.06,49.77
3.01,94.57,66.60
97.45,39.18,89.01
12.54,10.24,81.93
93.53,20.44,34.49
14.70,39.39,5.33
30.61,7.40,97.97
81.95,42.73,92.80
79.58,67.72,92.80
31.27,91.71,4.26
41.57,45.01,82.98
96.89,9.16,92.17
8.12,74.43,18.13
20.85,78.04,56.29
24.30,49.82,0.97
61.72,54.28,75.41
9.58,13.04,92.47
35.92,7.23,0.14
94.28,6.13,90.27
28.70,13.05,29.36
79.04,98.29,97.11
49.95,39.61,63.98
18.58,61.83,39.88
36.67,67.75,81.38
91.03,25.65,65.81
31.25,16.73,64.46
41.66,28.24,64.71
73.70,40.94,91.38
16.14,97.06,4.52
36.16,28.66,9.74
90.68,29.13,78.07
85.40,85.14,42.59
59.96,77.26,52.75
36.34,20.05,42.71
16.63,95.50,5.82
27.29,48.55,44.93
21.84,91.61,28.16
39.62,57.72,44.15
56.24,11.57,5.38
81.37,16.66,33.41
3.87,48.97,58.79
98.33,96.86,83.95
25.51,33.85,15.19
48.25,58.86,62.60
9.54,24.38,68.65
21.85,84.02,39.45
91.87,31.57,32.51
50.49,81.74,36.89
62.93,19.24,59.61
63.54,81.70,19.99
30.62,3.40,34.92
23.01,74.55,0.96
15.44,70.08,19.47
19.18,16.46,18.09
36.39,61.49,58.54
75.48,29.25,87.55
89.53,77.36,18.33
7.24,97.39,51.59
51.99,76.23,53.71
62.68,18.94,20.98
68.10,64.67,49.94
14.10,3.77,20.48
34.45,97.28,90.05
77.54,15.00,92.06
3.87,43.97,11.65
79.54,38.18,69.05
18.94,32.62,46.68
38.81,54.17,95.61
79.89,77.49,30.39
82.10,75.25,35.54
70.15,96.50,82.60
81.81,80.86,97.79
97.09,68.48,30.08
34.61,44.78,36.53
21.59,37.86,87.65
80.37,37.83,52.84
26.87,34.22,68.51
55.24,88.04,31.77
75.51,19.14,70.70
19.11,25.50,27.15
19.71,34.46,30.55
59.29,64.40,64.75
64.66,90.24,55.50
15.29,50.51,7.41
66.52,15.48,94.62
65.93,73.48,67.43
65.38,73.90,82.32
16.35,46.25,96.24
2.13,97.14,5.92
91.26,63.56,15.74
80.04,1.52,60.31
21.64,0.32,36.17
56.32,35.05,74.32
87.07,64.68,13.58
52.37,57.60,29.69
46.27,72.64,65.82
6.11,98.83,42.99
22.08,31.36,2.82
61.89,73.78,46.32
17.81,95.84,5.94
61.04,0.61,91.23
98.14,16.68,72.13
45.64,65.12,8.38
66.74,46.99,88.70
84.29,32.00,17.49
21.01,76.55,78.90
40.20,37.41,51.16
39.61,13.83,63.52
27.91,0.57,69.98
57.31,47.69,93.92
95.51,92.41,54.97
43.89,39.68,4.61
80.63,53.02,71.32
72.74,38.06,86.36
4.04,74.24,34.72
35.73,47.06,13.56
26.48,67.10,46.72
59.87,35.21,23.24
90.23,77.43,51.78
84.88,41.99,82.60
62.67,32.18,42.51
42.99,82.51,64.85
23.29,78.35,37.04
9.62,70.94,1.64
94.83,33.36,3.50
57.67,16.65,5.80
1.92,92.94,92.37
98.38,98.97,53.00
45.16,28.03,80.20
24.83,57.95,32.70
44.41,6.53,78.76
90.65,35.56,17.99
84.82,44.27,44.67
12.81,93.27,69.81
81.74,7.16,11.91
91.07,19.54,73.78
33.31,97.29,1.29
25.97,63.20,78.38
43.88,60.30,89.22
54.14,94.59,17.20
8.86,57.41,44.90
29.77,83.14,16.63
50.04,39.37,85.25
53.12,77.13,90.20
15.13,82.99,35.69
56.62,67.75,93.12
17.18,60.32,31.18
81.72,80.66,2.40
44.83,2.64,10.45
31.44,28.94,91.91
2.36,17.50,4.43
95.66,18.41,80.18
83.73,90.14,42.77
70.27,71.83,70.54
90.94,76.77,78.71
89.24,21.81,7.69
96.14,37.25,46.78
5.27,80.30,83.86
62.62,62.42,32.31
74.43,3.12,21.41
6.52,39.27,10.34
47.22,95.62,6.41
98.15,29.10,55.51
38.14,0.87,48.45
93.70,15.53,94.02
16.23,34.75,17.33
47.43,63.27,72.35
40.68,5.52,80.46
79.87,77.87,93.42
4.58,56.14,43.86
58.71,2.97,69.83
50.86,97.45,36.21
40.33,32.74,5.73
50.52,0.78,34.52
5.63,91.96,34.43
55.79,78.27,52.55
79.98,61.91,64.91
79.65,66.84,8.02
72.51,28.64,53.16
6.43,51.24,40.78
53.28,22.93,4.68
3.30,84.04,35.22
29.88,98.00,77.78
6.03,18.00,52.90
16.14,75.63,97.78
90.09,81.34,85.68
84.96,27.55,95.22
91.28,30.75,34.00
29.18,86.09,78.91
24.61,54.02,85.65
21.82,79.70,29.05
46.61,36.60,30.72
26.55,24.06,18.95
95.88,57.87,66.40
82.18,88.43,43.28
20.48,1.69,17.22
11.36,6.65,26.98
26.07,22.16,76.10
38.33,23.46,24.79
4.66,62.96,71.08
27.67,63.00,56.92
81.69,6.46,37.48
50.09,51.99,93.56
75.40,64.28,97.41
25.82,95.76,94.67
90.42,62.73,68.00
27.72,95.94,72.15
4.37,28.26,85.02
83.30,17.28,9.33
41.55,20.20,92.26
77.84,13.25,44.97
17.01,92.77,89.55
52.61,35.98,53.66
56.20,16.87,21.29
59.60,60.46,80.14
20.36,62.44,61.29
11.44,88.71,67.85
26.93,53.00,57.66
37.36,85.35,21.15
47.96,27.54,62.68
38.13,66.76,96.54
94.11,56.66,80.78
44.28,71.20,9.90
49.33,10.11,51.78
77.42,50.96,95.23
3.41,11.09,46.82
9.70,68.77,4.79
20.10,61.86,45.52
11.51,34.62,30.90
2.32,60.62,8.18
71.91,82.54,27.14
85.78,24.73,27.44
19.56,31.03,83.18
78.89,69.65,39.19
72.50,27.90,25.26
7.68,31.67,71.97
92.44,35.65,73.07
37.05,39.91,6.58
35.67,57.66,18.11
74.08,47.02,14.91
71.18,22.48,16.13
26.04,5.19,74.24
87.75,18.12,78.11
47.45,98.15,72.69
47.83,94.19,72.80
62.80,23.56,65.27
7.67,18.74,16.37
95.26,25.94,42.17
1.44,3.52,1.25
38.17,43.97,36.94
79.57,1.80,66.76
68.88,70.51,97.00
49.20,6.12,18.10
63.57,61.77,83.52
64.17,20.69,38.41
83.22,21.94,68.84
32.50,23.72,42.42
35.91,3.39,15.49
20.83,18.78,26.14
48.68,41.87,81.50
33.56,43.60,89.28
87.21,93.44,37.00
93.58,71.80,29.68
26.00,36.56,29.99
17.63,77.49,9.04
70.15,7.36,8.58
87.65,63.50,95.77
44.14,22.54,45.57
61.30,32.55,15.45
14.76,0.52,83.45
54.45,56.04,15.06
42.47,86.68,67.28
51.54,19.88,52.86
43.47,94.97,26.73
2.80,46.36,83.76
10.59,43.13,6.48
1.03,79.41,55.61
18.10,73.12,86.44
39.39,38.27,56.20
75.05,27.48,72.63
40.83,28.71,5.53
95.63,63.88,54.07
54.78,6.83,89.87
95.23,45.45,23.71
81.70,63.26,52.58
25.92,62.77,8.19
62.16,65.71,31.66
53.04,40.10,82.18
0.37,52.81,73.92
55.84,74.78,7.31
3.97,4.28,65.91
82.31,84.92,96.45
81.45,78.65,82.50
8.92,48.14,59.79
9.83,18.44,55.35
36.88,7.56,67.44
7.81,54.84,53.20
35.36,88.63,45.02
63.64,43.43,77.52
76.36,67.14,23.82
45.69,73.48,1.63
28.52,70.04,2.77
14.72,9.02,4.64
55.28,56.56,96.70
29.72,79.83,80.68
44.37,16.22,70.57
92.48,58.38,46.57
23.37,78.28,14.15
45.03,25.87,78.96
70.36,4.25,38.23
36.15,53.70,48.53
86.99,28.68,86.25
53.27,45.27,26.58
40.42,77.17,64.66
85.98,83.26,75.81
81.98,9.29,34.47
76.04,42.11,4.36
91.12,23.85,97.18
94.92,34.80,22.25
88.58,22.57,11.65
44.57,20.71,51.38
58.64,59.57,27.44
57.39,60.41,90.07
60.13,94.03,63.80
43.74,3.56,8.26
96.97,76.00,69.71
14.77,44.75,4.21
13.79,33.32,51.36
4.05,0.44,67.31
80.64,15.51,49.51
96.28,39.49,91.37
49.97,80.14,95.22
13.99,52.77,5.49
39.51,65.41,20.57
3.65,64.49,82.39
59.35,76.89,80.32
75.15,97.27,80.44
49.29,77.98,79.41
69.64,93.39,42.29
27.96,7.81,79.08
54.92,50.20,37.40
46.80,1.76,49.57
7.33,3.89,58.10
91.99,72.10,63.64
57.27,77.33,8.58
86.98,39.32,96.97
87.85,6.88,35.76
20.14,38.51,57.73
63.11,47.92,19.59
3.44,11.44,24.62
19.14,8.86,31.46
44.13,55.36,90.85
2.49,30.60,48.17
46.71,20.94,54.03
7.39,30.37,22.06
97.02,87.24,28.96
15.38,68.76,32.93
71.64,76.21,58.05
82.52,17.21,57.25
1.93,16.23,70.88
6.35,57.59,94.24
80.90,43.61,81.45
92.04,29.75,7.84
71.73,6.68,35.47
29.63,43.42,66.70
22.50,95.58,15.66
70.31,36.75,42.02
79.16,79.42,25.12
77.31,81.69,74.12
34.13,92.70,77.39
83.99,12.62,48.31
53.25,12.12,68.31
29.76,36.86,28.27
39.91,56.80,89.38
73.64,56.31,10.85
72.06,7.84,57.16
43.67,45.84,57.89
70.57,84.42,18.99
17.90,74.34,25.71
9.98,30.36,45.71
56.80,24.69,36.66
20.59,54.40,85.27
80.09,93.58,62.40
13.95,5.00,13.66
65.90,66.70,40.27
20.87,49.23,31.12
62.19,64.55,0.71
31.26,55.18,55.05
83.05,21.06,25.75
23.13,50.32,17.57
18.88,64.92,8.89
10.38,48.06,14.67
53.77,43.01,57.14
1.73,54.02,92.44
25.53,6.65,55.28
45.60,39.25,84.46
68.75,41.25,8.74
9.50,67.68,95.22
13.41,51.38,19.43
92.61,55.51,96.56
89.31,90.72,30.15
37.91,42.83,62.62
18.82,98.79,52.45
38.77,70.68,21.38
6.92,1.63,31.10
54.48,44.14,46.30
67.95,73.72,36.22
87.47,38.74,63.43
50.40,84.14,84.24
89.09,19.24,62.67
97.15,93.53,70.07
77.25,92.23,38.18
51.02,15.93,3.21
65.34,8.54,33.88
91.12,92.63,58.78
57.06,7.26,89.84
76.02,87.68,70.73
75.07,38.81,75.41
13.61,93.31,46.47
4.74,44.97,14.34
5.57,12.83,45.06
58.15,15.62,37.03
30.74,61.81,63.39
18.97,88.56,24.35
91.92,76.80,4.26
18.41,40.63,0.73
75.38,75.48,70.16
2.80,53.50,42.59
23.10,4.88,77.03
81.22,81.57,45.32
58.22,22.58,39.97
58.24,9.88,93.84
11.50,0.17,47.75
60.78,95.39,66.42
24.60,26.49,11.54
70.68,46.20,27.51
80.59,92.05,64.14
87.03,63.05,13.68
74.91,39.41,63.00
14.59,32.65,12.30
54.81,26.40,27.98
68.86,74.82,60.90
65.28,16.84,80.33
27.28,61.81,68.45
19.17,97.44,32.82
88.21,75.43,59.52
46.45,83.24,79.91
10.56,94.49,62.20
65.97,92.39,35.64
0.42,73.51,41.94
0.15,35.42,24.57
59.00,20.48,97.26
69.41,52.33,26.40
62.62,80.98,88.10
50.92,0.16,9.76
54.89,46.58,59.30
8.61,68.74,25.02
29.00,73.19,43.57
8.12,18.46,62.95
79.71,75.66,89.34
81.67,3.16,43.80
6.14,6.02,77.40
31.89,11.74,89.92
96.21,86.66,23.04
27.93,62.61,42.28
20.73,36.12,80.17
8.16,6.75,91.72
98.31,66.18,30.51
37.54,20.21,9.56
76.09,32.48,59.76
81.48,68.67,21.57
1.33,91.86,34.86
1.30,10.12,80.69
91.33,1.97,73.98
61.93,70.59,2.40
30.33,95.00,57.90
4.00,14.39,90.50
24.23,7.80,4.57
94.22,57.97,96.41
71.15,96.84,23.66
69.90,26.22,31.01
37.30,5.82,32.35
13.21,35.15,94.44
77.50,64.92,19.67
66.85,68.57,72.26
30.28,27.89,10.01
88.08,9.14,86.84
95.54,60.42,48.84
39.19,79.83,72.58
37.76,32.29,90.91
81.54,73.08,34.14
41.20,30.31,20.04
51.73,9.37,29.41
17.11,92.44,23.57
43.84,23.46,44.31
57.72,7.77,42.06
24.34,23.71,25.12
45.05,69.62,49.56
29.05,13.57,3.12
38.30,30.13,56.61
71.99,44.71,71.44
97.11,70.29,96.48
28.24,91.54,22.63
39.27,81.08,76.01
38.92,48.19,69.34
69.78,33.74,13.58
79.02,55.77,97.23
12.08,72.90,95.60
56.82,49.71,69.17
72.24,41.11,79.73
39.37,88.33,3.75
53.56,38.18,27.51
73.10,11.76,12.59
50.55,52.95,88.77
76.58,37.46,75.96
60.90,47.45,26.72
45.98,22.65,46.28
28.43,36.86,70.75
94.48,91.58,8.25
3.43,12.60,38.67
47.04,56.54,88.09
73.42,81.80,59.20
35.19,10.13,13.44
58.99,18.59,75.80
85.02,63.41,25.25
21.97,63.84,68.64
65.63,46.98,16.37
19.21,30.04,84.68
52.83,19.54,11.92
33.47,36.21,57.97
4.73,14.04,86.90
95.40,52.80,33.73
2.84,58.19,51.52
10.06,12.75,57.04
63.66,16.86,77.70
89.02,62.41,95.24
82.70,95.31,59.03
78.78,0.09,74.84
44.11,66.60,58.23
92.68,7.54,87.18
72.40,41.70,31.00
9.25,46.02,0.96
40.30,3.04,58.13
59.40,54.83,29.06
19.52,64.64,82.11
14.40,1.06,52.64
52.52,3.44,1.38
28.00,43.27,8.11
28.16,53.00,89.53
13.53,31.99,52.36
36.62,26.49,41.58
85.71,74.65,19.84
52.16,5.29,33.65
85.43,77.46,50.83
62.77,44.46,45.95
29.14,14.70,87.28
93.76,89.65,21.64
78.27,46.11,44.42
23.84,54.82,33.18
6.87,25.25,5.12
6.59,60.88,14.22
42.75,20.97,90.24
64.17,54.50,37.94
62.73,30.28,60.51
18.66,63.69,58.85
0.13,46.28,82.46
0.41,29.68,13.37
79.78,97.00,47.03
2.39,33.37,86.78
51.73,92.92,51.29
43.54,82.94,42.19
42.89,1.25,91.02
27.82,50.86,45.40
1.93,25.37,69.98
11.51,35.05,69.00
74.17,82.58,64.56
76.23,95.07,19.83
51.48,4.92,6.00
0.22,24.95,55.67
64.59,37.55,20.36
45.59,24.41,23.86
12.05,60.71,26.14
85.52,98.96,22.44
37.21,9.03,36.55
9.54,37.65,93.20
62.87,81.51,5.19
21.23,95.63,51.14
30.22,97.86,76.45
96.91,27.63,23.05
11.75,32.44,9.75
49.10,83.00,63.35
76.58,65.55,28.48
88.35,11.71,47.16
14.47,23.17,22.38
96.71,74.77,89.80
42.46,22.64,82.51
34.44,70.15,81.58
28.03,90.66,68.24
95.57,32.36,6.47
78.29,11.56,7.98
51.89,47.46,28.86
82.20,76.10,51.21
57.83,50.08,29.45
77.53,4.91,78.96
94.44,18.07,85.25
81.89,70.95,18.98
19.81,74.93,22.08
93.76,82.54,44.57
37.62,40.92,94.08
60.21,69.36,52.87
31.21,55.07,36.33
97.45,23.94,57.71
57.28,60.14,81.56
94.22,94.93,4.10
88.79,86.72,11.93
69.57,92.65,14.28
47.07,48.61,52.38
67.00,45.25,2.40
52.77,51.53,4.34
42.77,76.82,15.81
14.54,82.32,34.65
35.58,13.64,12.29
25.10,70.62,6.51
96.89,31.57,90.69
96.81,62.54,56.98
37.96,77.47,93.58
64.93,83.66,95.66
97.13,12.74,89.77
80.42,3.60,48.02
33.56,57.09,3.52
81.20,12.99,86.50
54.10,6.09,46.31
1.48,41.78,53.26
78.92,21.12,67.24
62.39,39.81,25.58
86.03,34.53,48.53
76.17,38.43,12.15
38.51,54.00,51.01
39.32,50.63,94.79
73.82,20.64,39.99
71.13,16.22,48.88
61.26,68.46,71.48
52.30,16.01,5.84
5.00,10.72,70.83
36.79,79.66,65.42
91.47,69.15,33.10
35.22,49.96,67.46
7.86,42.47,80.08
72.54,23.47,60.37
4.74,94.06,18.95
21.84,60.16,80.71
11.88,57.63,11.73
76.77,92.17,17.43
48.71,32.09,93.46
50.38,18.76,12.39
4.30,63.26,47.38
25.99,16.67,91.95
86.59,77.53,5.75
25.84,53.69,67.54
96.24,31.35,24.68
81.39,61.00,13.50
22.21,21.48,57.09
97.68,37.89,76.41
6.53,33.67,76.24
57.78,66.95,3.63
15.73,98.87,31.91
5.60,8.91,96.81
98.16,11.25,84.81
89.38,89.91,72.65
1.73,54.41,31.34
90.16,85.29,42.24
87.93,8.86,17.15
62.97,22.90,48.12
88.36,44.47,13.25
60.00,47.21,34.10
91.15,56.76,89.87
25.46,33.55,98.19
67.14,78.64,52.27
37.64,25.53,16.53
63.56,35.68,50.26
10.24,68.84,5.47
91.32,52.47,65.60
38.95,7.65,71.32
42.88,78.02,41.69
57.40,96.84,32.19
90.12,46.54,96.32
50.69,13.10,93.94
70.69,22.28,5.12
75.55,18.63,35.68
21.44,67.77,74.76
77.14,78.38,3.00
70.94,88.07,18.28
46.16,9.31,95.72
20.18,67.44,5.68
28.83,12.84,70.12
91.65,56.72,53.20
65.31,77.28,58.70
84.29,79.95,7.61
15.29,25.26,4.82
44.30,2.43,19.35
26.81,26.00,25.37
59.57,35.90,2.83
39.53,38.11,4.46
14.31,76.10,39.42
69.92,53.86,72.99
69.52,77.43,54.45
88.18,25.65,13.20
93.37,67.72,42.48
44.28,20.48,95.40
29.47,59.26,6.70
72.49,23.22,13.27
64.85,63.55,4.69
66.82,19.93,5.54
11.14,64.76,3.23
35.51,86.82,60.96
38.24,60.33,65.86
84.62,40.31,51.83
57.12,69.28,90.30
68.75,1.03,75.69
88.79,35.17,73.76
81.60,36.67,58.67
2.36,21.23,0.06
0.64,36.47,39.73
75.78,11.73,76.27
64.08,61.41,58.39
62.11,59.28,17.22
63.22,75.20,98.02
61.49,76.22,3.20
3.14,2.54,75.58
72.09,71.25,7.55
45.75,22.97,54.23
74.65,77.34,63.60
84.08,24.42,59.78
62.98,72.93,26.93
59.17,72.15,7.58
67.87,18.25,33.02
79.14,88.33,69.23
6.26,36.59,70.84
52.08,3.89,83.19
40.20,85.61,36.57
80.79,3.83,97.12
86.47,60.76,3.93
34.01,21.69,83.04
32.24,59.25,96.03
58.01,85.16,31.93
84.09,72.75,60.18
86.75,37.68,93.73
74.75,86.96,86.96
5.13,82.69,53.57
4.19,13.75,32.83
84.57,68.78,13.31
92.76,22.30,18.03
18.31,11.38,74.57
10.92,54.26,27.50
86.46,18.07,48.45
74.60,16.41,0.36
41.08,43.26,63.72
62.13,97.83,81.39
44.40,92.31,35.50
79.61,44.98,48.81
30.81,93.66,33.83
74.40,5.46,19.24
13.61,97.52,41.51
97.41,95.22,66.44
4.93,47.86,66.00
90.83,14.98,28.71
46.25,46.54,31.95
